;Область, Авторы,Идентификаторы авторов,Ссылка,Ключевые слова автора,Ключевые слова указателя;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Van Der Aalst W.M.P.,""7007153024";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880902103&doi=10.1007%2f978-3-642-39200-9_1&partnerID=40&md5=36e36e92e4b752250319adb3f03b3439"",,""Commercial tools"; Cross-organizational; Efficiency gain; Extended abstracts; Normative models; Performance problems; Service minings; Service orientation; Web services;" Data mining""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Ignatov D.I., Kuznetsov S.O., Poelmans J., Zhukov L.E.,""56926915100";7202573378;24504357900;56962754300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879689378&doi=10.1080%2f03081079.2013.798899&partnerID=40&md5=5ec59caf337ba99ccac9764cba1d15f2"",""data mining"; folksonomy; formal concept analysis; spectral triclustering; three-way data;" triclustering"",""Adjacency matrices"; Bi-clustering; Folksonomies; spectral triclustering; Ternary relations; Three way data; Triadic concept analysis; triclustering; Data mining; Formal concept analysis; Information systems; Systems science;" Matrix algebra""";;;;;;;;;;;;;;;;;;;;;;;;;
10;"Krasnosel'skii A.M.,""7004188812";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874167417&doi=10.3934%2fdcdss.2013.6.999&partnerID=40&md5=a48af3ae87fec7c41bde66453b4c4982"",""Autonomous equations"; Cycles; Higher order ODE; Method of stationary phase; Periodic nonlinearities; Resonance;" Un-bounded set of solutions"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Shitov Y.,""35148401800";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875326354&doi=10.1016%2fj.jcta.2013.03.004&partnerID=40&md5=ea536a25d92b98a6fe5f6ba02c85dd9b"",""Kapranov rank"; Tropical basis;" Tropical rank"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Cerulli Irelli G., Feigin E., Reineke M.,""55274253800";6701558236;6602920692;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879691575&doi=10.1007%2fs10801-012-0397-6&partnerID=40&md5=088bc42ee1bf0ea2cd56d27e45d79bfa"",""Flag varieties"; Moment graphs; Quiver Grassmannians;" Schröder numbers"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Arzhantsev I.V., Celik D., Hausen J.,""6603456308";55701777900;6701859200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877799115&doi=10.1016%2fj.jalgebra.2013.04.018&partnerID=40&md5=3dbf09d148be33e09adda0321515611e"",""Action"; Algebraic group; Algebraic variety; Categorical quotient; Constructible set; Cox ring; Geometric Invariant Theory;" Unipotent group"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Katchanov Y.L., Shmatko N.A.,""55496794100";6507223957;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880649899&doi=10.12988%2fams.2013.35256&partnerID=40&md5=f48661166e9be60e97390f767ee25572"",""Axiomatization of sociological theory"; Complexity; Equation of state; Forward kolmogorov equation;" Mathematical modeling in sociology"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Galkin S., Shinder E.,""55567948600";55797409200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880379311&doi=10.1016%2fj.aim.2013.06.007&partnerID=40&md5=0e47d5edf9c63f184448b3f28f9c55ed"",""Beauville surface"; Exceptional collection;" Quasi-phantom category"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Chepyzhov V.V.,""6603478247";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880294594&doi=10.1070%2fRM2013v068n02ABEH004832&partnerID=40&md5=99f76842e20a737656d5b9d1af0317da"",""Dynamical processes and semiprocesses"; Non-autonomous partial differential equations; Translation-compact functions;" Uniform global attractors"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Molokanov V., Romanov D., Tsibulsky V.,""55793510500";56850552300;55793459200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880165808&doi=10.1117%2f12.2010936&partnerID=40&md5=6a295ea9daf4b717c7041a33cf2588df"",""Enterprise information management"; Expert search;" TREC"",""Efficiency improvement"; Enterprise information management; Expert searches; Information spaces; Query classification; Text retrieval conferences; TREC; Weighting coefficient; Algorithms; Image processing; Industry; Information management; Safety devices;" Search engines""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Koldanov A.P., Koldanov P.A., Kalyagin V.A., Pardalos P.M.,""6603418986";55630761900;13002922100;7005330875;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879805423&doi=10.1016%2fj.csda.2013.06.005&partnerID=40&md5=e74bfc4679572bf13c9e726908ff644e"",""Additivity of the loss function"; Conditional risk; Generating hypotheses; Market graph; Multiple decision statistical procedures;" Unbiased statistical tests"",""Additivity"; Decision procedure; Different class; Generating hypotheses; Graph construction; Loss functions; Multiple decision statistical procedures; Commerce; Decision theory;" Statistical methods""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Maslov V.P.,""7202893841";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879740165&doi=10.1134%2fS000143461305026X&partnerID=40&md5=501d481f104b71d98b3fe7bf332fefac"",""Bose condensate"; Bose-Einstein distribution; Esscher transformation; Gibbs distribution; Kolmogorov complexity; Kullback-Leibler distance; number theory; the number of degrees of freedom;" thermodynamic potential"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Maslov V.P.,""7202893841";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879755195&doi=10.1134%2fS0001434613050106&partnerID=40&md5=22bf0865b406103495f7d35af5b73ce3"",""cluster"; dimer; Gibbs paradox;" relative entropy"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Westergaard M.,""13609083600";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879668474&doi=10.1007%2f978-3-642-38697-8_22&partnerID=40&md5=3999ac41e42ae56749cdfb95284d578c"",,""Colored Petri Nets"; Cpn tools; Ordinary Petri net; Reset arcs; Third parties; Java programming language; Petri nets;" Tools""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Arzhantsev I., Bazhov I.,""6603456308";55778660100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880746830&doi=10.2478%2fs11533-013-0273-1&partnerID=40&md5=e40f5bd309ca19090fce33b93ce04b29"",""Automorphism"; Cox ring; Luna stratification; Quotient;" Toric variety"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Maslov V.P.,""7202893841";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883429653&doi=10.1134%2fS0001434613070110&partnerID=40&md5=994b959bebc01e9ff2605677c3022be5"",""binodal"; clusters; distribution of Bose-Einstein type; energetically profitable state; fractional dimension; isotherms; number of degrees of freedom; Poisson adiabat;" spinodal"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Maslov V.P.,""7202893841";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883379607&doi=10.1134%2fS0001434613070237&partnerID=40&md5=327698e9dbd3502210c96715c78b1779"",""Bose-gas"; clusters; monomers; nonideal gas; supercritical state;" two-liquid model"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Podinovski V.V., Podinovskaya O.V.,""55996020400";55843755200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883322422&doi=10.1134%2fS1064562413040030&partnerID=40&md5=b37e55c82171e5f5cc19fb4be4e2dd2c"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Karasev M.V., Novikova E.M.,""7004372754";7102446642;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883632139&doi=10.1134%2fS1061920813030047&partnerID=40&md5=6273d6a8ee68160207e70d42a0153db1"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Malyshev D.S.,""25522390800";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883400613&doi=10.1134%2fS1990478913030149&partnerID=40&md5=d461e141b4da98cc12f049181d96dc73"",""computational complexity"; effective algorithm; expanding operator;" independent set problem"",""Connected graph"; Effective algorithms; expanding operator; Hereditary class; Independent set problems; New case; Polynomial-time; Polynomially solvable; Computational complexity; Graph theory;" Problem solving""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Gurevich D., Saponov P.,""7004262397";6602409805;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879798131&doi=10.1016%2fj.aam.2013.02.004&partnerID=40&md5=3478f92eac1976c34b43a59c0a7ed183"",""Braiding"; Hecke symmetry; Laplace-Beltrami operator; Quantum radius; Reflection Equation algebra;" Schwarzschild metric"",""Braiding"; Central extensions; Invariant operators; Laplace-Beltrami operator; Non-commutative geometry; Partial derivatives; Quantum radius; Schwarzschild; Deformation; Differentiation (calculus); Geometry; Gravitation; Laplace transforms;" Algebra""";;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Bufetov A., Mkrtchyan S., Shcherbina M., Soshnikov A.,""7801312296";39262370300;35607432100;6603845420;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876877486&doi=10.1007%2fs10955-013-0761-5&partnerID=40&md5=9c37580b4881f64662c38b4d09e278bc"",""Beta ensembles"; Entropy;" Random matrices"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Chistyakov V.V., Tretyachenko Y.V.,""7005793389";35590663800;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875379678&doi=10.1016%2fj.jmaa.2013.02.005&partnerID=40&md5=838ce1b78272539f72dfb12e28eed48c"",""Maps of several variables"; Metric semigroup; Pointwise convergence; Selection principle;" Total joint variation"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Malyshev D.S.,""25522390800";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878802281&doi=10.1134%2fS1990478913020117&partnerID=40&md5=349de2a300a3249fcbbbd92fe549e943"",""boundary class of graphs"; colorability problem;" computational complexity"",""3-colorability"; boundary class of graphs; Chromatic index; Colorability; Computational complexity analysis; Edge version; Graph class; Hereditary class; Computational complexity; Graphic methods;" Graph theory""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Danilov V.G.,""7201827676";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878683827&doi=10.1155%2f2013%2f941878&partnerID=40&md5=c24622e504461e6f19368007ca5512cd"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Novaga M., Sobolevski A., Stepanov E.,""6603422209";7004013625;7102907459;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878701607&doi=10.2140%2fpjm.2013.262.457&partnerID=40&md5=ef36f62ed60e70a1f61ef149842ed291"",""Anisotropic variational problems"; Constrained isoperimetric problems;" Crystal growth"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Aleskerov F., Subochev A.,""7003947309";26868203300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879026090&doi=10.1007%2fs10898-012-9907-2&partnerID=40&md5=475a4789eebd5a0059bca9afd1718f27"",""Condorcet winner"; Core; Externally stable set; k-stable alternative; k-stable set; Majority relation; Matrix-vector representation; Solution concept; Top cycle; Tournament; Uncaptured set; Uncovered set; Untrapped set;" Weakly stable set"",""Condorcet winner"; Core; k-stable alternative; k-stable set; Majority relation; Matrix-vector; Solution concepts; Stable sets; Tournament; Uncaptured set; Uncovered set; Untrapped set; Computer applications; Global optimization;" Decision theory""";;;;;;;;;;;;;;;;;
10;"Bushmeleva K.I., Plyusnin I.I., Bushmelev P.E., Uvaisov S.U.,""57199347935";26534951800;48761128700;14049539200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880507202&doi=10.1007%2fs11018-013-0184-3&partnerID=40&md5=73043342637fa272dd5e0818c06c772d"",""gas-transport network"; methane leak detector; monitoring system;" wireless sensor network"",""Distributed wireless"; Gas leaks; Gas transport; Methane leaks; Monitoring system; Real time; Reliable operation; Technical state; Methane; Wireless sensor networks;" Monitoring""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Kiritchenko V., Krishna A.,""7801669086";13907833800;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878109202&doi=10.1007%2fs00031-013-9223-z&partnerID=40&md5=ab4f011e611ae30f8cc52cfb99898784"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Du H., Pardalos P.M., Wu W., Wu L.,""7201901229";7005330875;55503019300;55965959100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879021061&doi=10.1007%2fs10898-012-9871-x&partnerID=40&md5=995e2ca8713d6aa73c004be3f92decf6"",""Coverage"; Maximum lifetime;" Wireless sensor network"",""Active sensor"; Communication radius; Coverage; Coverage sets; Euclidean planes; Maximum lifetimes; Polynomial-time; Sensing radius; Geometry; Wireless sensor networks;" Sensors""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Zabrodin A.,""7004036132";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876532971&doi=10.1088%2f1751-8113%2f46%2f18%2f185203&partnerID=40&md5=35e89006f209ef69e323b6b8af089c02"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Rozenblum G., Shirokov N.,""35611201600";6603287016;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934880890&doi=10.1112%2fplms%2fpdu038&partnerID=40&md5=5c839492c9fd963fc8745c6dea02febc"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Bezhaeva Z.I., Oseledets V.I.,""6506143208";6603097259;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876977307&doi=10.1137%2fS0040585X97985832&partnerID=40&md5=df20ac0b0eecfad88e22e4773c70e813"",""Entropy"; Erd̈os measure; Hausdorff dimension; Induced transformation; Invariant erd̈os measure;" Pseudogolden ratio"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Zhgoon V.S.,""23487458600";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876802660&partnerID=40&md5=b598b918343ba0ad88f0ae642e17b311"",""Cotangent bundle"; Horosphere; Little Weyl group; Local Structure Theorem;" Moment map"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Olshanski G.,""6602706880";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876782888&partnerID=40&md5=efd9407ef085b5c17a898d20fda1a3c7"",""B-spline"; Gelfand-Tsetlin polytope; Harish-Chandra-Itzykson- Zuber integral;" Orbital measure"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Gol'Dengorin B.I., Malyshev D.S., Pardalos P.M.,""6506538311";25522390800;7005330875;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880001542&doi=10.1134%2fS1064562413030186&partnerID=40&md5=9a107315bf948bbe455a727a790a6239"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Gusev P., Kiritchenko V., Timorin V.,""55599265200";7801669086;6507568071;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873979014&doi=10.1016%2fj.jcta.2013.02.003&partnerID=40&md5=c457d318a79cc4d773d22e66d5710af5"",""F-Vector"; Gelfand-Zetlin polytopes;" Generating functions"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Marshakov A.,""57190030240";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873560581&doi=10.1016%2fj.geomphys.2012.12.003&partnerID=40&md5=00defbcfcd7f270a0b8686ba9f208bad"",""Cluster varieties"; Integrable systems;" Poisson-Lie groups"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Alexandrov A., Zabrodin A.,""7203009285";7004036132;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874005732&doi=10.1016%2fj.geomphys.2013.01.007&partnerID=40&md5=3abcf1dcd96e51cbf9f4f96ad91e145a"",""Free fermions"; Hirota bilinear equations; Integrable systems; Matrix models;" Tau-functions"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Vishik M.I., Zelik S.V., Chepyzhov V.V.,""6701639455";55940577500;6603478247;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876563242&doi=10.1070%2fSM2013v204n01ABEH004290&partnerID=40&md5=05d672a28a72bf4fd1244f7b3bdd4def"",""Dynamical semigroups and processes"; Pullback attractors; Regular attractors;" Uniform attractors"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Maslov V.P.,""7202893841";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876451152&doi=10.1134%2fS0001434613030267&partnerID=40&md5=0256365592575c7367c7f34e8612fe20"",""Bose condensate"; number theory; quasi-Bose-condensate; the number of degrees of freedom;" thermodynamic potential"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Maslov V.P.,""7202893841";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876454586&doi=10.1134%2fS0001434613030115&partnerID=40&md5=2ddb25dd7d55efaeed1c83fe2fb2a76e"",""multistep relaxation process"; number of degrees of freedom; number theory; phase transition;" probability theory"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Shamshurin I.,""42662434400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875825722&doi=10.1007%2f978-3-642-37798-3_6&partnerID=40&md5=c160fae6ac6e23e609370aafff9381d3"",""Machine Learning"; Natural Language Processing;" Sentiment Analysis"",""Domain specific"; Key Issues; Logistic regressions; Machine learning methods; NAtural language processing; Opinion mining; Opinion targets; Sentiment analysis; Artificial intelligence; Computational linguistics; Extraction; Learning algorithms; Learning systems; Logistics; Natural language processing systems;" Data mining""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Mirkin B.G., Shestakov A.,""35428028600";55632844100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875411259&doi=10.1007%2f978-3-642-36973-5_79&partnerID=40&md5=bed6f97ae542a9345a8b6ae93345e87f"",""consensus clustering"; ensemble clustering;" least squares"",""Consensus clustering"; Ensemble clustering; Least Square; Cluster analysis; Clustering algorithms; Information retrieval;" Least squares approximations""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Ignatov D.I., Konstantiov A.V., Chubis Y.,""56926915100";55632096800;55633022000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875409623&doi=10.1007%2f978-3-642-36973-5_69&partnerID=40&md5=4a2ae7cd90a2e362307c240b90f7742d"",""E-commerce"; Formal Concept Analysis;" Near duplicate detection"",""Near-duplicate detection"; Online business; Electronic commerce; Formal concept analysis; Information retrieval;" Copyrights""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Joho H., Ignatov D.I.,""14035781600";56926915100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875457468&doi=10.1007%2f978-3-642-36973-5_110&partnerID=40&md5=2368eefa9af3359e1fce13f27dcb0c8b"",""Doctoral Consortium";" Information Retrieval"",""Doctoral Consortium"; Artificial intelligence;" Information retrieval""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Finkelberg M.,""6602282553";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877604847&doi=10.1007%2fs00039-013-0230-y&partnerID=40&md5=835a9d85499871d7660ab985b96f5a95"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Romanov A.V.,""7202768829";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879801070&doi=10.1007%2fs10688-013-0022-z&partnerID=40&md5=8bf1ab07fa2d7da0d64daa8a72fadb10"",""Choquet simplex"; enveloping semigroup; ergodic properties; nonchaotic dynamics; semicascade;" tame dynamical system"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
